,CTR,TTR,PR,Expansion Ratio,time
0,1.9116770833333332,0.8427845677969642,5.958917835671342,0.18429460232049774,11934
1,2.0196458333333336,1.0923962190840664,7.296593186372745,0.18277945619335348,11933
2,2.040232638888889,1.0313400398579273,7.589178356713426,0.18339054660681278,11932
3,2.1314270833333335,1.0775758286620043,9.025050100200401,0.18407904962806707,11931
4,2.2418125,1.1329715229182735,11.21943887775551,0.1855854246673216,11930
5,2.3486006944444444,1.1833789919233821,13.382765531062125,0.187256663671758,11929
6,2.4303958333333333,1.221147389685608,15.710420841683367,0.1889788889597551,11928
7,2.5755902777777777,1.28358116397266,18.669338677354713,0.19192786603692572,11927
8,2.7399097222222224,1.414022917421752,22.85671342685371,0.19718556836613915,11926
9,1.9131423611111111,0.8421590424421718,5.974949899799599,0.18447090390742915,11925
10,2.018888888888889,1.0937671986791413,7.286573146292586,0.1828932893289329,11924
11,2.0397118055555556,1.030185364558242,7.582164328657314,0.1835601955860975,11923
12,2.130861111111111,1.0763906089087614,9.016032064128256,0.18415203378528563,11922
13,2.2411701388888887,1.1317485130690348,11.207414829659319,0.18578453285650423,11921
14,2.3478125,1.1820962184066137,13.368737474949901,0.18745315544895816,11920
15,2.4297881944444444,1.2199580153162641,15.692384769539078,0.189196092203563,11919
16,2.575017361111111,1.2824522488386674,18.648296593186373,0.19209069904894954,11918
17,2.73940625,1.4131293657764952,22.829659318637272,0.19733146067415733,11917
18,1.9206354166666668,0.8563156362821187,6.059118236472946,0.1847196957168844,11916
19,2.0182083333333334,1.0927132151041559,7.2765531062124245,0.18314513908014324,11915
20,2.0391874999999997,1.0290352570979047,7.574148296593187,0.1837544648763064,11914
21,2.1302916666666665,1.0752081418167831,9.007014028056114,0.1843364111692068,11913
22,2.240527777777778,1.130526351678052,11.196392785571142,0.1859674243780204,11912
23,2.3470243055555553,1.180818500968277,13.354709418837675,0.1876500600240096,11911
24,2.429180555555556,1.2187723340632701,15.675350701402806,0.18933776527742266,11910
25,2.5744479166666667,1.2813251492701374,18.62625250501002,0.19226424229382968,11909
26,2.7389097222222225,1.4122420468404142,22.801603206412825,0.1975303216734048,11908
27,1.9326979166666665,0.8815055954094109,6.197394789579158,0.18464025869037995,11907
28,2.01653125,1.0910701648354486,7.253507014028056,0.18317447161210113,11906
29,2.0386666666666664,1.0278862137562679,7.567134268537074,0.18392478813559324,11905
30,2.1297256944444443,1.0740265520631407,8.997995991983968,0.18452115812917594,11904
31,2.239888888888889,1.1293048390297138,11.184368737474951,0.18616735352087438,11903
32,2.3462430555555556,1.1795408735596804,13.341683366733466,0.1877581674802854,11902
33,2.4285729166666665,1.2175903486987243,15.658316633266534,0.18947974659243616,11901
34,2.5738784722222223,1.2802015980530894,18.605210420841686,0.19248168892718653,11900
35,2.7384166666666667,1.4113538845439884,22.774549098196392,0.19772097320603635,11899
36,1.9420138888888887,0.9031771857679243,6.30561122244489,0.18480851740028603,11898
37,2.0152430555555556,1.0892072571891314,7.236472945891784,0.18332871780670174,11897
38,2.038145833333333,1.0267365831553052,7.559118236472946,0.18398727465535525,11896
39,2.129159722222222,1.0728492265141114,8.988977955911825,0.18470627577750529,11895
40,2.23925,1.1280903824445188,11.173346693386774,0.1862613218545422,11894
41,2.345461805555556,1.1782668362218407,13.327655310621243,0.18795579279753402,11893
42,2.42796875,1.2164088923211132,15.64128256513026,0.1896860986547085,11892
43,2.5733125,1.2790785223325964,18.584168336673347,0.19264571089664095,11891
44,2.7379270833333336,1.4104699545859791,22.746492985971944,0.19792079644068544,11890
45,1.9486458333333334,0.9193831186186988,6.384769539078156,0.18487131198995604,11889
46,2.014659722222222,1.087345877957058,7.228456913827656,0.18353202107014138,11888
47,2.0376250000000002,1.0255931810591035,7.552104208416834,0.1841581531113175,11887
48,2.12859375,1.0716745373428924,8.97995991983968,0.1847801829948672,11886
49,2.238611111111111,1.1268721305372875,11.16132264529058,0.1864619804291229,11885
50,2.3446805555555557,1.1769978734369169,13.313627254509019,0.18815383457514864,11884
51,2.4273680555555557,1.2152294008428195,15.623246492985972,0.18984094407388402,11883
52,2.57275,1.2779586261998077,18.562124248496993,0.19282051282051285,11882
53,2.7374375,1.409583171609702,22.71943887775551,0.19811237540795626,11881
54,1.9616076388888888,0.9528784319834037,6.541082164328657,0.18489583333333334,11880
55,2.0136493055555555,1.0852446239293985,7.214428857715431,0.18375,11879
56,2.037104166666667,1.0244491942879155,7.545090180360722,0.1843293492695883,11878
57,2.1280277777777776,1.0705024866530044,8.970941883767534,0.18496593320674634,11877
58,2.2379756944444447,1.1256622971218098,11.150300601202405,0.18664629762760604,11876
59,2.3439027777777777,1.175732248564538,13.299599198396793,0.18827695321329016,11875
60,2.426767361111111,1.214053617852968,15.606212424849698,0.19004815409309792,11874
61,2.5721875,1.276840940077485,18.54108216432866,0.19298530047557286,11873
62,2.7369513888888886,1.4086993588263503,22.69238476953908,0.19826025522144217,11872
63,1.9745972222222221,0.9892013842485459,6.701402805611222,0.1848086124401914,11871
64,2.0103298611111113,1.0787978755559393,7.16933867735471,0.18392732354996505,11870
65,2.036583333333333,1.0233097371687332,7.537074148296593,0.18452539218293004,11869
66,2.127465277777778,1.0693313312986568,8.960921843687375,0.18517276081851727,11868
67,2.2373402777777778,1.1244533284498894,11.138276553106213,0.18675782655631523,11867
68,2.3431284722222223,1.174468488680702,13.285571142284569,0.18847575231917943,11866
69,2.4261666666666666,1.2128801149504247,15.589178356713427,0.1901915413292197,11865
70,2.571625,1.275725465415836,18.519038076152302,0.19316091332106913,11864
71,2.73646875,1.4078147145741102,22.66432865731463,0.19846147044520093,11863
72,1.9779618055555557,1.0014412282565,6.743486973947896,0.1849925705794948,11862
73,2.0091562499999998,1.076225682077019,7.153306613226453,0.18405939207171873,11861
74,2.036065972222222,1.022169659286444,7.53006012024048,0.18469727212242182,11860
75,2.1269027777777776,1.0681628215258234,8.95190380761523,0.18535930154466085,11859
76,2.2367083333333335,1.123246586315456,11.127254509018037,0.18694281855020262,11858
77,2.342357638888889,1.1732066012549676,13.272545090180362,0.188660727766873,11857
78,2.4255694444444442,1.2117100222742656,15.572144288577155,0.19033524226240267,11856
79,2.571065972222222,1.2746131833018892,18.497995991983966,0.19332647202210065,11855
80,2.7359861111111115,1.4069322963993278,22.637274549098194,0.19865439093484422,11854
81,1.9969479166666666,1.0613870820227396,6.988977955911824,0.18465949820788533,11853
82,2.0075659722222223,1.0729722110280726,7.132264529058117,0.18418094970497328,11852
83,2.0355451388888888,1.0210341551283866,7.5230460921843685,0.1848694725625999,11851
84,2.1263437499999998,1.0669968500311078,8.942885771543088,0.18554621848739494,11850
85,2.236076388888889,1.1220407149179334,11.115230460921843,0.18714504642567387,11849
86,2.3415833333333333,1.1719515522497836,13.258517034068136,0.18878476420798068,11848
87,2.4249722222222223,1.2105393532571964,15.55511022044088,0.19054367431074468,11847
88,2.5705069444444444,1.2735031189805297,18.476953907815634,0.19349240780911062,11846
89,2.7355104166666666,1.406059959864285,22.610220440881765,0.1988477730999335,11845
90,2.007142361111111,1.0970682821936244,7.124248496993988,0.18452883263009845,11844
91,2.0062499999999996,1.0694946348217376,7.115230460921843,0.18434023376989156,11843
92,2.0350277777777777,1.0198980357898473,7.5160320641282565,0.18504199440074653,11842
93,2.1257847222222224,1.0658335320616896,8.933867735470942,0.18562135486765366,11841
94,2.2354444444444446,1.1208403747701179,11.104208416833668,0.1873308067135896,11840
95,2.340815972222222,1.1706966498802205,13.244488977955912,0.1889847178090483,11839
96,2.4243854166666665,1.2093528858258753,15.538076152304608,0.19068807635261495,11838
97,2.5699513888888887,1.272396256954709,18.455911823647295,0.19365872197187686,11837
98,2.7350381944444444,1.4051829968858345,22.583166332665332,0.19899724909042507,11836
99,2.0171180555555552,1.1468800027542045,7.259519038076152,0.18412698412698414,11835
100,2.00421875,1.0645998458113528,7.0881763527054105,0.18447837150127225,11834
101,2.0345104166666665,1.0187664586245326,7.508016032064129,0.1852395569197918,11833
102,2.1252256944444445,1.0646728697115502,8.924849699398798,0.18580891433703828,11832
103,2.234815972222222,1.119640723586798,11.09318637274549,0.18742661006232503,11831
104,2.340052083333333,1.1694451245298139,13.231462925851703,0.18909503975766753,11830
